date,sku,demand,lead_time_days,unit_cost
2025-11-17,PCB-A100-CTRLBOARD,578,45,12.5
2025-11-18,PCB-A100-CTRLBOARD,586,45,12.5
2025-11-19,PCB-A100-CTRLBOARD,581,45,12.5
2025-11-20,PCB-A100-CTRLBOARD,591,45,12.5
2025-11-21,PCB-A100-CTRLBOARD,620,45,12.5
2025-11-22,PCB-A100-CTRLBOARD,421,45,12.5
2025-11-23,PCB-A100-CTRLBOARD,372,45,12.5
2025-11-24,PCB-A100-CTRLBOARD,618,45,12.5
2025-11-25,PCB-A100-CTRLBOARD,627,45,12.5
2025-11-26,PCB-A100-CTRLBOARD,672,45,12.5
2025-11-27,PCB-A100-CTRLBOARD,544,45,12.5
2025-11-28,PCB-A100-CTRLBOARD,586,45,12.5
2025-11-29,PCB-A100-CTRLBOARD,343,45,12.5
2025-11-30,PCB-A100-CTRLBOARD,422,45,12.5
2025-12-01,PCB-A100-CTRLBOARD,563,45,12.5
2025-12-02,PCB-A100-CTRLBOARD,638,45,12.5
2025-12-03,PCB-A100-CTRLBOARD,557,45,12.5
2025-12-04,PCB-A100-CTRLBOARD,530,45,12.5
2025-12-05,PCB-A100-CTRLBOARD,568,45,12.5
2025-12-06,PCB-A100-CTRLBOARD,348,45,12.5
2025-12-07,PCB-A100-CTRLBOARD,431,45,12.5
2025-12-08,PCB-A100-CTRLBOARD,522,45,12.5
2025-12-09,PCB-A100-CTRLBOARD,585,45,12.5
2025-12-10,PCB-A100-CTRLBOARD,522,45,12.5
2025-12-11,PCB-A100-CTRLBOARD,576,45,12.5
2025-12-12,PCB-A100-CTRLBOARD,635,45,12.5
2025-12-13,PCB-A100-CTRLBOARD,421,45,12.5
2025-12-14,PCB-A100-CTRLBOARD,385,45,12.5
2025-12-15,PCB-A100-CTRLBOARD,587,45,12.5
2025-12-16,PCB-A100-CTRLBOARD,589,45,12.5
2025-12-17,PCB-A100-CTRLBOARD,603,45,12.5
2025-12-18,PCB-A100-CTRLBOARD,548,45,12.5
2025-12-19,PCB-A100-CTRLBOARD,608,45,12.5
2025-12-20,PCB-A100-CTRLBOARD,332,45,12.5
2025-12-21,PCB-A100-CTRLBOARD,395,45,12.5
2025-12-22,PCB-A100-CTRLBOARD,577,45,12.5
2025-12-23,PCB-A100-CTRLBOARD,612,45,12.5
2025-12-24,PCB-A100-CTRLBOARD,594,45,12.5
2025-12-25,PCB-A100-CTRLBOARD,552,45,12.5
2025-12-26,PCB-A100-CTRLBOARD,565,45,12.5
2025-12-27,PCB-A100-CTRLBOARD,422,45,12.5
2025-12-28,PCB-A100-CTRLBOARD,414,45,12.5
2025-12-29,PCB-A100-CTRLBOARD,579,45,12.5
2025-12-30,PCB-A100-CTRLBOARD,582,45,12.5
2025-12-31,PCB-A100-CTRLBOARD,618,45,12.5
2026-01-01,PCB-A100-CTRLBOARD,582,45,12.5
2026-01-02,PCB-A100-CTRLBOARD,595,45,12.5
2026-01-03,PCB-A100-CTRLBOARD,484,45,12.5
2026-01-04,PCB-A100-CTRLBOARD,376,45,12.5
2026-01-05,PCB-A100-CTRLBOARD,543,45,12.5
2026-01-06,PCB-A100-CTRLBOARD,623,45,12.5
2026-01-07,PCB-A100-CTRLBOARD,579,45,12.5
2026-01-08,PCB-A100-CTRLBOARD,590,45,12.5
2026-01-09,PCB-A100-CTRLBOARD,576,45,12.5
2026-01-10,PCB-A100-CTRLBOARD,412,45,12.5
2026-01-11,PCB-A100-CTRLBOARD,468,45,12.5
2026-01-12,PCB-A100-CTRLBOARD,624,45,12.5
2026-01-13,PCB-A100-CTRLBOARD,626,45,12.5
2026-01-14,PCB-A100-CTRLBOARD,558,45,12.5
2026-01-15,PCB-A100-CTRLBOARD,566,45,12.5
2026-01-16,PCB-A100-CTRLBOARD,516,45,12.5
2026-01-17,PCB-A100-CTRLBOARD,397,45,12.5
2026-01-18,PCB-A100-CTRLBOARD,450,45,12.5
2026-01-19,PCB-A100-CTRLBOARD,617,45,12.5
2026-01-20,PCB-A100-CTRLBOARD,595,45,12.5
2026-01-21,PCB-A100-CTRLBOARD,602,45,12.5
2026-01-22,PCB-A100-CTRLBOARD,582,45,12.5
2026-01-23,PCB-A100-CTRLBOARD,609,45,12.5
2026-01-24,PCB-A100-CTRLBOARD,445,45,12.5
2026-01-25,PCB-A100-CTRLBOARD,374,45,12.5
2026-01-26,PCB-A100-CTRLBOARD,612,45,12.5
2026-01-27,PCB-A100-CTRLBOARD,632,45,12.5
2026-01-28,PCB-A100-CTRLBOARD,591,45,12.5
2026-01-29,PCB-A100-CTRLBOARD,625,45,12.5
2026-01-30,PCB-A100-CTRLBOARD,689,45,12.5
2026-01-31,PCB-A100-CTRLBOARD,420,45,12.5
2026-02-01,PCB-A100-CTRLBOARD,435,45,12.5
2026-02-02,PCB-A100-CTRLBOARD,583,45,12.5
2026-02-03,PCB-A100-CTRLBOARD,611,45,12.5
2026-02-04,PCB-A100-CTRLBOARD,619,45,12.5
2026-02-05,PCB-A100-CTRLBOARD,612,45,12.5
2026-02-06,PCB-A100-CTRLBOARD,575,45,12.5
2026-02-07,PCB-A100-CTRLBOARD,431,45,12.5
2026-02-08,PCB-A100-CTRLBOARD,468,45,12.5
2026-02-09,PCB-A100-CTRLBOARD,620,45,12.5
2026-02-10,PCB-A100-CTRLBOARD,636,45,12.5
2026-02-11,PCB-A100-CTRLBOARD,600,45,12.5
2026-02-12,PCB-A100-CTRLBOARD,630,45,12.5
2026-02-13,PCB-A100-CTRLBOARD,616,45,12.5
2026-02-14,PCB-A100-CTRLBOARD,397,45,12.5
2026-02-15,PCB-A100-CTRLBOARD,435,45,12.5
2026-02-16,PCB-A100-CTRLBOARD,579,45,12.5
2026-02-17,PCB-A100-CTRLBOARD,590,45,12.5
2026-02-18,PCB-A100-CTRLBOARD,615,45,12.5
2026-02-19,PCB-A100-CTRLBOARD,618,45,12.5
2026-02-20,PCB-A100-CTRLBOARD,574,45,12.5
2026-02-21,PCB-A100-CTRLBOARD,459,45,12.5
2026-02-22,PCB-A100-CTRLBOARD,444,45,12.5
2026-02-23,PCB-A100-CTRLBOARD,589,45,12.5
2026-02-24,PCB-A100-CTRLBOARD,565,45,12.5
2026-02-25,PCB-A100-CTRLBOARD,607,45,12.5
2026-02-26,PCB-A100-CTRLBOARD,598,45,12.5
2026-02-27,PCB-A100-CTRLBOARD,615,45,12.5
2026-02-28,PCB-A100-CTRLBOARD,417,45,12.5
2026-03-01,PCB-A100-CTRLBOARD,368,45,12.5
2026-03-02,PCB-A100-CTRLBOARD,601,45,12.5
2026-03-03,PCB-A100-CTRLBOARD,604,45,12.5
2026-03-04,PCB-A100-CTRLBOARD,633,45,12.5
2026-03-05,PCB-A100-CTRLBOARD,594,45,12.5
2026-03-06,PCB-A100-CTRLBOARD,665,45,12.5
2026-03-07,PCB-A100-CTRLBOARD,374,45,12.5
2026-03-08,PCB-A100-CTRLBOARD,471,45,12.5
2026-03-09,PCB-A100-CTRLBOARD,610,45,12.5
2026-03-10,PCB-A100-CTRLBOARD,643,45,12.5
2026-03-11,PCB-A100-CTRLBOARD,621,45,12.5
2026-03-12,PCB-A100-CTRLBOARD,653,45,12.5
2026-03-13,PCB-A100-CTRLBOARD,608,45,12.5
2026-03-14,PCB-A100-CTRLBOARD,401,45,12.5
2026-03-15,PCB-A100-CTRLBOARD,477,45,12.5
2026-03-16,PCB-A100-CTRLBOARD,618,45,12.5
2026-03-17,PCB-A100-CTRLBOARD,629,45,12.5
2026-03-18,PCB-A100-CTRLBOARD,660,45,12.5
2026-03-19,PCB-A100-CTRLBOARD,593,45,12.5
2026-03-20,PCB-A100-CTRLBOARD,642,45,12.5
2026-03-21,PCB-A100-CTRLBOARD,420,45,12.5
2026-03-22,PCB-A100-CTRLBOARD,434,45,12.5
2026-03-23,PCB-A100-CTRLBOARD,628,45,12.5
2026-03-24,PCB-A100-CTRLBOARD,582,45,12.5
2026-03-25,PCB-A100-CTRLBOARD,604,45,12.5
2026-03-26,PCB-A100-CTRLBOARD,669,45,12.5
2026-03-27,PCB-A100-CTRLBOARD,655,45,12.5
2026-03-28,PCB-A100-CTRLBOARD,439,45,12.5
2026-03-29,PCB-A100-CTRLBOARD,448,45,12.5
2026-03-30,PCB-A100-CTRLBOARD,622,45,12.5
2026-03-31,PCB-A100-CTRLBOARD,672,45,12.5
2026-04-01,PCB-A100-CTRLBOARD,626,45,12.5
2026-04-02,PCB-A100-CTRLBOARD,639,45,12.5
2026-04-03,PCB-A100-CTRLBOARD,667,45,12.5
2026-04-04,PCB-A100-CTRLBOARD,420,45,12.5
2026-04-05,PCB-A100-CTRLBOARD,491,45,12.5
2026-04-06,PCB-A100-CTRLBOARD,589,45,12.5
2026-04-07,PCB-A100-CTRLBOARD,684,45,12.5
2026-04-08,PCB-A100-CTRLBOARD,625,45,12.5
2026-04-09,PCB-A100-CTRLBOARD,630,45,12.5
2026-04-10,PCB-A100-CTRLBOARD,581,45,12.5
2026-04-11,PCB-A100-CTRLBOARD,433,45,12.5
2026-04-12,PCB-A100-CTRLBOARD,416,45,12.5
2026-04-13,PCB-A100-CTRLBOARD,621,45,12.5
2026-04-14,PCB-A100-CTRLBOARD,636,45,12.5
2026-04-15,PCB-A100-CTRLBOARD,669,45,12.5
2026-04-16,PCB-A100-CTRLBOARD,647,45,12.5
2026-04-17,PCB-A100-CTRLBOARD,651,45,12.5
2026-04-18,PCB-A100-CTRLBOARD,417,45,12.5
2026-04-19,PCB-A100-CTRLBOARD,424,45,12.5
2026-04-20,PCB-A100-CTRLBOARD,698,45,12.5
2026-04-21,PCB-A100-CTRLBOARD,622,45,12.5
2026-04-22,PCB-A100-CTRLBOARD,694,45,12.5
2026-04-23,PCB-A100-CTRLBOARD,638,45,12.5
2026-04-24,PCB-A100-CTRLBOARD,646,45,12.5
2026-04-25,PCB-A100-CTRLBOARD,485,45,12.5
2026-04-26,PCB-A100-CTRLBOARD,491,45,12.5
2026-04-27,PCB-A100-CTRLBOARD,645,45,12.5
2026-04-28,PCB-A100-CTRLBOARD,637,45,12.5
2026-04-29,PCB-A100-CTRLBOARD,647,45,12.5
2026-04-30,PCB-A100-CTRLBOARD,660,45,12.5
2026-05-01,PCB-A100-CTRLBOARD,677,45,12.5
2015-01-01,PCBA-B220-PWRMOD,87,60,28.75
2015-01-02,PCBA-B220-PWRMOD,100,60,28.75
2015-01-03,PCBA-B220-PWRMOD,97,60,28.75
2015-01-04,PCBA-B220-PWRMOD,69,60,28.75
2015-01-05,PCBA-B220-PWRMOD,93,60,28.75
2015-01-06,PCBA-B220-PWRMOD,53,60,28.75
2015-01-07,PCBA-B220-PWRMOD,29,60,28.75
2015-01-08,PCBA-B220-PWRMOD,95,60,28.75
2015-01-09,PCBA-B220-PWRMOD,84,60,28.75
2015-01-10,PCBA-B220-PWRMOD,49,60,28.75
2015-01-11,PCBA-B220-PWRMOD,66,60,28.75
2015-01-12,PCBA-B220-PWRMOD,85,60,28.75
2015-01-13,PCBA-B220-PWRMOD,111,60,28.75
2015-01-14,PCBA-B220-PWRMOD,88,60,28.75
2015-01-15,PCBA-B220-PWRMOD,70,60,28.75
2015-01-16,PCBA-B220-PWRMOD,108,60,28.75
2015-01-17,PCBA-B220-PWRMOD,56,60,28.75
2015-01-18,PCBA-B220-PWRMOD,72,60,28.75
2015-01-19,PCBA-B220-PWRMOD,76,60,28.75
2015-01-20,PCBA-B220-PWRMOD,72,60,28.75
2015-01-21,PCBA-B220-PWRMOD,88,60,28.75
2015-01-22,PCBA-B220-PWRMOD,87,60,28.75
2015-01-23,PCBA-B220-PWRMOD,97,60,28.75
2015-01-24,PCBA-B220-PWRMOD,54,60,28.75
2015-01-25,PCBA-B220-PWRMOD,20,60,28.75
2015-01-26,PCBA-B220-PWRMOD,77,60,28.75
2015-01-27,PCBA-B220-PWRMOD,104,60,28.75
2015-01-28,PCBA-B220-PWRMOD,80,60,28.75
2015-01-29,PCBA-B220-PWRMOD,81,60,28.75
2015-01-30,PCBA-B220-PWRMOD,108,60,28.75
2015-01-31,PCBA-B220-PWRMOD,45,60,28.75
2015-02-01,PCBA-B220-PWRMOD,26,60,28.75
2015-02-02,PCBA-B220-PWRMOD,83,60,28.75
2015-02-03,PCBA-B220-PWRMOD,75,60,28.75
2015-02-04,PCBA-B220-PWRMOD,65,60,28.75
2015-02-05,PCBA-B220-PWRMOD,82,60,28.75
2015-02-06,PCBA-B220-PWRMOD,97,60,28.75
2015-02-07,PCBA-B220-PWRMOD,60,60,28.75
2015-02-08,PCBA-B220-PWRMOD,67,60,28.75
2015-02-09,PCBA-B220-PWRMOD,126,60,28.75
2015-02-10,PCBA-B220-PWRMOD,78,60,28.75
2015-02-11,PCBA-B220-PWRMOD,92,60,28.75
2015-02-12,PCBA-B220-PWRMOD,74,60,28.75
2015-02-13,PCBA-B220-PWRMOD,67,60,28.75
2015-02-14,PCBA-B220-PWRMOD,47,60,28.75
2015-02-15,PCBA-B220-PWRMOD,49,60,28.75
2015-02-16,PCBA-B220-PWRMOD,93,60,28.75
2015-02-17,PCBA-B220-PWRMOD,137,60,28.75
2015-02-18,PCBA-B220-PWRMOD,70,60,28.75
2015-02-19,PCBA-B220-PWRMOD,76,60,28.75
2015-02-20,PCBA-B220-PWRMOD,84,60,28.75
2015-02-21,PCBA-B220-PWRMOD,68,60,28.75
2015-02-22,PCBA-B220-PWRMOD,66,60,28.75
2015-02-23,PCBA-B220-PWRMOD,114,60,28.75
2015-02-24,PCBA-B220-PWRMOD,32,60,28.75
2015-02-25,PCBA-B220-PWRMOD,33,60,28.75
2015-02-26,PCBA-B220-PWRMOD,74,60,28.75
2015-02-27,PCBA-B220-PWRMOD,109,60,28.75
2015-02-28,PCBA-B220-PWRMOD,25,60,28.75
2015-03-01,PCBA-B220-PWRMOD,0,60,28.75
2015-03-02,PCBA-B220-PWRMOD,98,60,28.75
2015-03-03,PCBA-B220-PWRMOD,90,60,28.75
2015-03-04,PCBA-B220-PWRMOD,61,60,28.75
2015-03-05,PCBA-B220-PWRMOD,63,60,28.75
2015-03-06,PCBA-B220-PWRMOD,64,60,28.75
2015-03-07,PCBA-B220-PWRMOD,62,60,28.75
2015-03-08,PCBA-B220-PWRMOD,46,60,28.75
2015-03-09,PCBA-B220-PWRMOD,96,60,28.75
2015-03-10,PCBA-B220-PWRMOD,22,60,28.75
2015-03-11,PCBA-B220-PWRMOD,66,60,28.75
2015-03-12,PCBA-B220-PWRMOD,60,60,28.75
2015-03-13,PCBA-B220-PWRMOD,79,60,28.75
2015-03-14,PCBA-B220-PWRMOD,47,60,28.75
2015-03-15,PCBA-B220-PWRMOD,77,60,28.75
2015-03-16,PCBA-B220-PWRMOD,44,60,28.75
2015-03-17,PCBA-B220-PWRMOD,86,60,28.75
2015-03-18,PCBA-B220-PWRMOD,97,60,28.75
2015-03-19,PCBA-B220-PWRMOD,125,60,28.75
2015-03-20,PCBA-B220-PWRMOD,74,60,28.75
2015-03-21,PCBA-B220-PWRMOD,66,60,28.75
2015-03-22,PCBA-B220-PWRMOD,19,60,28.75
2015-03-23,PCBA-B220-PWRMOD,32,60,28.75
2015-03-24,PCBA-B220-PWRMOD,103,60,28.75
2015-03-25,PCBA-B220-PWRMOD,84,60,28.75
2015-03-26,PCBA-B220-PWRMOD,110,60,28.75
2015-03-27,PCBA-B220-PWRMOD,54,60,28.75
2015-03-28,PCBA-B220-PWRMOD,70,60,28.75
2015-03-29,PCBA-B220-PWRMOD,100,60,28.75
2015-03-30,PCBA-B220-PWRMOD,94,60,28.75
2015-03-31,PCBA-B220-PWRMOD,90,60,28.75
2015-04-01,PCBA-B220-PWRMOD,84,60,28.75
2015-04-02,PCBA-B220-PWRMOD,50,60,28.75
2015-04-03,PCBA-B220-PWRMOD,114,60,28.75
2015-04-04,PCBA-B220-PWRMOD,46,60,28.75
2015-04-05,PCBA-B220-PWRMOD,70,60,28.75
2015-04-06,PCBA-B220-PWRMOD,50,60,28.75
2015-04-07,PCBA-B220-PWRMOD,58,60,28.75
2015-04-08,PCBA-B220-PWRMOD,116,60,28.75
2015-04-09,PCBA-B220-PWRMOD,76,60,28.75
2015-04-10,PCBA-B220-PWRMOD,116,60,28.75
2015-04-11,PCBA-B220-PWRMOD,57,60,28.75
2015-04-12,PCBA-B220-PWRMOD,18,60,28.75
2015-04-13,PCBA-B220-PWRMOD,104,60,28.75
2015-04-14,PCBA-B220-PWRMOD,71,60,28.75
2015-04-15,PCBA-B220-PWRMOD,99,60,28.75
2015-04-16,PCBA-B220-PWRMOD,85,60,28.75
2015-04-17,PCBA-B220-PWRMOD,50,60,28.75
2015-04-18,PCBA-B220-PWRMOD,62,60,28.75
2015-04-19,PCBA-B220-PWRMOD,107,60,28.75
2015-04-20,PCBA-B220-PWRMOD,95,60,28.75
2015-04-21,PCBA-B220-PWRMOD,83,60,28.75
2015-04-22,PCBA-B220-PWRMOD,108,60,28.75
2015-04-23,PCBA-B220-PWRMOD,88,60,28.75
2015-04-24,PCBA-B220-PWRMOD,88,60,28.75
2015-04-25,PCBA-B220-PWRMOD,35,60,28.75
2015-04-26,PCBA-B220-PWRMOD,64,60,28.75
2015-04-27,PCBA-B220-PWRMOD,107,60,28.75
2015-04-28,PCBA-B220-PWRMOD,65,60,28.75
2015-04-29,PCBA-B220-PWRMOD,115,60,28.75
2015-04-30,PCBA-B220-PWRMOD,82,60,28.75
2015-05-01,PCBA-B220-PWRMOD,64,60,28.75
2015-05-02,PCBA-B220-PWRMOD,81,60,28.75
2015-05-03,PCBA-B220-PWRMOD,52,60,28.75
2015-05-04,PCBA-B220-PWRMOD,100,60,28.75
2015-05-05,PCBA-B220-PWRMOD,77,60,28.75
2015-05-06,PCBA-B220-PWRMOD,82,60,28.75
2015-05-07,PCBA-B220-PWRMOD,95,60,28.75
2015-05-08,PCBA-B220-PWRMOD,90,60,28.75
2015-05-09,PCBA-B220-PWRMOD,15,60,28.75
2015-05-10,PCBA-B220-PWRMOD,34,60,28.75
2015-05-11,PCBA-B220-PWRMOD,104,60,28.75
2015-05-12,PCBA-B220-PWRMOD,81,60,28.75
2015-05-13,PCBA-B220-PWRMOD,72,60,28.75
2015-05-14,PCBA-B220-PWRMOD,54,60,28.75
2015-05-15,PCBA-B220-PWRMOD,60,60,28.75
2015-05-16,PCBA-B220-PWRMOD,14,60,28.75
2015-05-17,PCBA-B220-PWRMOD,56,60,28.75
2015-05-18,PCBA-B220-PWRMOD,71,60,28.75
2015-05-19,PCBA-B220-PWRMOD,63,60,28.75
2015-05-20,PCBA-B220-PWRMOD,82,60,28.75
2015-05-21,PCBA-B220-PWRMOD,92,60,28.75
2015-05-22,PCBA-B220-PWRMOD,130,60,28.75
2015-05-23,PCBA-B220-PWRMOD,25,60,28.75
2015-05-24,PCBA-B220-PWRMOD,84,60,28.75
2015-05-25,PCBA-B220-PWRMOD,105,60,28.75
2015-05-26,PCBA-B220-PWRMOD,67,60,28.75
2015-05-27,PCBA-B220-PWRMOD,88,60,28.75
2015-05-28,PCBA-B220-PWRMOD,74,60,28.75
2015-05-29,PCBA-B220-PWRMOD,88,60,28.75
2015-05-30,PCBA-B220-PWRMOD,92,60,28.75
2015-05-31,PCBA-B220-PWRMOD,72,60,28.75
2015-06-01,PCBA-B220-PWRMOD,95,60,28.75
2015-06-02,PCBA-B220-PWRMOD,74,60,28.75
2015-06-03,PCBA-B220-PWRMOD,51,60,28.75
2015-06-04,PCBA-B220-PWRMOD,79,60,28.75
2015-06-05,PCBA-B220-PWRMOD,110,60,28.75
2015-06-06,PCBA-B220-PWRMOD,25,60,28.75
2015-06-07,PCBA-B220-PWRMOD,35,60,28.75
2015-06-08,PCBA-B220-PWRMOD,87,60,28.75
2015-06-09,PCBA-B220-PWRMOD,62,60,28.75
2015-06-10,PCBA-B220-PWRMOD,66,60,28.75
2015-06-11,PCBA-B220-PWRMOD,74,60,28.75
2015-06-12,PCBA-B220-PWRMOD,54,60,28.75
2015-06-13,PCBA-B220-PWRMOD,37,60,28.75
2015-06-14,PCBA-B220-PWRMOD,74,60,28.75
2015-06-15,PCBA-B220-PWRMOD,55,60,28.75
2015-06-16,PCBA-B220-PWRMOD,48,60,28.75
2015-06-17,PCBA-B220-PWRMOD,70,60,28.75
2015-06-18,PCBA-B220-PWRMOD,100,60,28.75
2015-06-19,PCBA-B220-PWRMOD,79,60,28.75
2015-06-20,PCBA-B220-PWRMOD,48,60,28.75
2015-06-21,PCBA-B220-PWRMOD,59,60,28.75
2015-06-22,PCBA-B220-PWRMOD,45,60,28.75
2015-06-23,PCBA-B220-PWRMOD,94,60,28.75
2015-06-24,PCBA-B220-PWRMOD,92,60,28.75
2015-06-25,PCBA-B220-PWRMOD,74,60,28.75
2015-06-26,PCBA-B220-PWRMOD,105,60,28.75
2015-06-27,PCBA-B220-PWRMOD,33,60,28.75
2015-06-28,PCBA-B220-PWRMOD,83,60,28.75
2015-06-29,PCBA-B220-PWRMOD,87,60,28.75
2015-06-30,PCBA-B220-PWRMOD,76,60,28.75
2015-07-01,PCBA-B220-PWRMOD,83,60,28.75
2015-07-02,PCBA-B220-PWRMOD,81,60,28.75
2015-07-03,PCBA-B220-PWRMOD,110,60,28.75
2015-07-04,PCBA-B220-PWRMOD,35,60,28.75
2015-07-05,PCBA-B220-PWRMOD,41,60,28.75
2015-07-06,PCBA-B220-PWRMOD,106,60,28.75
2015-07-07,PCBA-B220-PWRMOD,70,60,28.75
2015-07-08,PCBA-B220-PWRMOD,103,60,28.75
2015-07-09,PCBA-B220-PWRMOD,121,60,28.75
2015-07-10,PCBA-B220-PWRMOD,74,60,28.75
2015-07-11,PCBA-B220-PWRMOD,73,60,28.75
2015-07-12,PCBA-B220-PWRMOD,33,60,28.75
2015-07-13,PCBA-B220-PWRMOD,100,60,28.75
2015-07-14,PCBA-B220-PWRMOD,88,60,28.75
2015-07-15,PCBA-B220-PWRMOD,94,60,28.75
2015-07-16,PCBA-B220-PWRMOD,69,60,28.75
2015-07-17,PCBA-B220-PWRMOD,47,60,28.75
2015-07-18,PCBA-B220-PWRMOD,69,60,28.75
2015-07-19,PCBA-B220-PWRMOD,13,60,28.75
2015-07-20,PCBA-B220-PWRMOD,76,60,28.75
2015-07-21,PCBA-B220-PWRMOD,104,60,28.75
2015-07-22,PCBA-B220-PWRMOD,88,60,28.75
2015-07-23,PCBA-B220-PWRMOD,126,60,28.75
2015-07-24,PCBA-B220-PWRMOD,106,60,28.75
2015-07-25,PCBA-B220-PWRMOD,44,60,28.75
2015-07-26,PCBA-B220-PWRMOD,59,60,28.75
2015-07-27,PCBA-B220-PWRMOD,82,60,28.75
2015-07-28,PCBA-B220-PWRMOD,49,60,28.75
2015-07-29,PCBA-B220-PWRMOD,63,60,28.75
2015-07-30,PCBA-B220-PWRMOD,71,60,28.75
2015-07-31,PCBA-B220-PWRMOD,39,60,28.75
2015-08-01,PCBA-B220-PWRMOD,60,60,28.75
2015-08-02,PCBA-B220-PWRMOD,53,60,28.75
2015-08-03,PCBA-B220-PWRMOD,47,60,28.75
2015-08-04,PCBA-B220-PWRMOD,92,60,28.75
2015-08-05,PCBA-B220-PWRMOD,99,60,28.75
2015-08-06,PCBA-B220-PWRMOD,89,60,28.75
2015-08-07,PCBA-B220-PWRMOD,77,60,28.75
2015-08-08,PCBA-B220-PWRMOD,72,60,28.75
2015-08-09,PCBA-B220-PWRMOD,74,60,28.75
2015-08-10,PCBA-B220-PWRMOD,90,60,28.75
2015-08-11,PCBA-B220-PWRMOD,66,60,28.75
2015-08-12,PCBA-B220-PWRMOD,90,60,28.75
2015-08-13,PCBA-B220-PWRMOD,110,60,28.75
2015-08-14,PCBA-B220-PWRMOD,71,60,28.75
2015-08-15,PCBA-B220-PWRMOD,105,60,28.75
2015-08-16,PCBA-B220-PWRMOD,47,60,28.75
2015-08-17,PCBA-B220-PWRMOD,85,60,28.75
2015-08-18,PCBA-B220-PWRMOD,69,60,28.75
2015-08-19,PCBA-B220-PWRMOD,89,60,28.75
2015-08-20,PCBA-B220-PWRMOD,46,60,28.75
2015-08-21,PCBA-B220-PWRMOD,72,60,28.75
2015-08-22,PCBA-B220-PWRMOD,35,60,28.75
2015-08-23,PCBA-B220-PWRMOD,62,60,28.75
2015-08-24,PCBA-B220-PWRMOD,106,60,28.75
2015-08-25,PCBA-B220-PWRMOD,98,60,28.75
2015-08-26,PCBA-B220-PWRMOD,32,60,28.75
2015-08-27,PCBA-B220-PWRMOD,129,60,28.75
2015-08-28,PCBA-B220-PWRMOD,91,60,28.75
2015-08-29,PCBA-B220-PWRMOD,42,60,28.75
2015-08-30,PCBA-B220-PWRMOD,62,60,28.75
2015-08-31,PCBA-B220-PWRMOD,88,60,28.75
2015-09-01,PCBA-B220-PWRMOD,70,60,28.75
2015-09-02,PCBA-B220-PWRMOD,89,60,28.75
2015-09-03,PCBA-B220-PWRMOD,71,60,28.75
2015-09-04,PCBA-B220-PWRMOD,75,60,28.75
2015-09-05,PCBA-B220-PWRMOD,44,60,28.75
2015-09-06,PCBA-B220-PWRMOD,28,60,28.75
2015-09-07,PCBA-B220-PWRMOD,88,60,28.75
2015-09-08,PCBA-B220-PWRMOD,97,60,28.75
2015-09-09,PCBA-B220-PWRMOD,96,60,28.75
2015-09-10,PCBA-B220-PWRMOD,102,60,28.75
2015-09-11,PCBA-B220-PWRMOD,92,60,28.75
2015-09-12,PCBA-B220-PWRMOD,47,60,28.75
2015-09-13,PCBA-B220-PWRMOD,78,60,28.75
2015-09-14,PCBA-B220-PWRMOD,55,60,28.75
2015-09-15,PCBA-B220-PWRMOD,65,60,28.75
2015-09-16,PCBA-B220-PWRMOD,63,60,28.75
2015-09-17,PCBA-B220-PWRMOD,108,60,28.75
2015-09-18,PCBA-B220-PWRMOD,105,60,28.75
2015-09-19,PCBA-B220-PWRMOD,70,60,28.75
2015-09-20,PCBA-B220-PWRMOD,83,60,28.75
2015-09-21,PCBA-B220-PWRMOD,65,60,28.75
2015-09-22,PCBA-B220-PWRMOD,92,60,28.75
2015-09-23,PCBA-B220-PWRMOD,82,60,28.75
2015-09-24,PCBA-B220-PWRMOD,103,60,28.75
2015-09-25,PCBA-B220-PWRMOD,82,60,28.75
2015-09-26,PCBA-B220-PWRMOD,51,60,28.75
2015-09-27,PCBA-B220-PWRMOD,71,60,28.75
2015-09-28,PCBA-B220-PWRMOD,104,60,28.75
2015-09-29,PCBA-B220-PWRMOD,70,60,28.75
2015-09-30,PCBA-B220-PWRMOD,83,60,28.75
2015-10-01,PCBA-B220-PWRMOD,61,60,28.75
2015-10-02,PCBA-B220-PWRMOD,30,60,28.75
2015-10-03,PCBA-B220-PWRMOD,64,60,28.75
2015-10-04,PCBA-B220-PWRMOD,73,60,28.75
2015-10-05,PCBA-B220-PWRMOD,90,60,28.75
2015-10-06,PCBA-B220-PWRMOD,42,60,28.75
2015-10-07,PCBA-B220-PWRMOD,77,60,28.75
2015-10-08,PCBA-B220-PWRMOD,36,60,28.75
2015-10-09,PCBA-B220-PWRMOD,115,60,28.75
2015-10-10,PCBA-B220-PWRMOD,35,60,28.75
2015-10-11,PCBA-B220-PWRMOD,87,60,28.75
2015-10-12,PCBA-B220-PWRMOD,106,60,28.75
2015-10-13,PCBA-B220-PWRMOD,65,60,28.75
2015-10-14,PCBA-B220-PWRMOD,60,60,28.75
2015-10-15,PCBA-B220-PWRMOD,93,60,28.75
2015-10-16,PCBA-B220-PWRMOD,66,60,28.75
2015-10-17,PCBA-B220-PWRMOD,62,60,28.75
2015-10-18,PCBA-B220-PWRMOD,49,60,28.75
2015-10-19,PCBA-B220-PWRMOD,46,60,28.75
2015-10-20,PCBA-B220-PWRMOD,36,60,28.75
2015-10-21,PCBA-B220-PWRMOD,90,60,28.75
